date,time-in,time-out,shift_total,lunch,daily_total,transaction
2017-05-26,09:00:00,13:00:00,04:00:00,00:00:00,04:00:00,61 - Annual Leave Taken
2017-05-29,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Other Leave-Federal Holiday
2017-05-30,08:07:00,17:27:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2017-05-31,10:00:00,10:30:00,00:30:00,00:00:00,07:00:00,61 - Annual Leave Taken
2017-05-31,10:30:00,17:30:00,06:30:00,00:30:00,07:00:00,01 - Regular Base Pay
2017-06-01,09:30:00,18:00:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2017-06-02,08:01:00,17:01:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2017-06-05,09:02:00,18:47:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2017-06-06,08:28:00,17:33:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2017-06-07,08:53:00,19:31:00,10:15:00,00:30:00,10:15:00,01 - Regular Base Pay
2017-06-08,09:08:00,17:39:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2017-06-09,09:13:00,13:24:00,03:45:00,00:30:00,10:15:00,01 - Regular Base Pay
2017-06-09,13:24:00,19:54:00,06:30:00,00:00:00,10:15:00,29 - Credit Hours Worked-Regular Time
2017-06-12,08:30:00,16:03:00,07:00:00,00:30:00,07:00:00,01 - Regular Base Pay
2017-06-13,08:24:00,17:58:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2017-06-14,09:00:00,17:37:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2017-06-15,08:30:00,17:07:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2017-06-16,08:40:00,16:30:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2017-06-19,07:55:00,17:18:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2017-06-20,08:13:00,17:03:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2017-06-21,10:00:00,17:01:00,06:30:00,00:30:00,06:30:00,01 - Regular Base Pay
2017-06-22,09:27:00,17:00:00,07:00:00,00:30:00,07:00:00,01 - Regular Base Pay
2017-06-23,08:55:00,19:30:00,10:00:00,00:30:00,10:00:00,01 - Regular Base Pay
2017-06-26,08:30:00,17:10:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2017-06-27,09:00:00,17:31:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2017-06-28,08:53:00,17:08:00,07:45:00,00:30:00,08:00:00,01 - Regular Base Pay
2017-06-28,17:08:00,17:20:00,00:15:00,00:00:00,08:00:00,50 - Credit Hours Used
2017-06-29,07:35:00,15:38:00,07:30:00,00:30:00,08:00:00,01 - Regular Base Pay
2017-06-29,15:38:00,16:01:00,00:30:00,00:00:00,08:00:00,50 - Credit Hours Used
2017-06-30,07:15:00,11:21:00,04:00:00,00:00:00,08:00:00,01 - Regular Base Pay
2017-06-30,11:21:00,15:15:00,04:00:00,00:00:00,08:00:00,50 - Credit Hours Used
2017-07-03,09:10:00,19:28:00,09:45:00,00:30:00,09:45:00,01 - Regular Base Pay
2017-07-04,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Other Leave-Federal Holiday
2017-07-05,08:55:00,16:35:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2017-07-06,08:05:00,16:30:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2017-07-07,09:50:00,17:00:00,06:45:00,00:30:00,06:45:00,01 - Regular Base Pay
2017-07-10,09:10:00,18:00:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2017-07-11,08:28:00,18:00:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2017-07-12,09:37:00,17:30:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2017-07-13,08:25:00,17:28:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2017-07-14,08:37:00,17:24:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2017-07-17,08:35:00,17:23:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2017-07-18,08:00:00,16:27:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2017-07-19,09:43:00,17:00:00,06:45:00,00:30:00,06:45:00,01 - Regular Base Pay
2017-07-20,08:46:00,18:25:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2017-07-21,10:58:00,17:43:00,06:15:00,00:30:00,06:15:00,01 - Regular Base Pay
2017-07-24,09:07:00,19:40:00,10:00:00,00:30:00,10:00:00,01 - Regular Base Pay
2017-07-25,07:41:00,17:35:00,09:30:00,00:30:00,09:30:00,01 - Regular Base Pay
2017-07-26,09:53:00,16:40:00,06:15:00,00:30:00,06:15:00,01 - Regular Base Pay
2017-07-27,09:45:00,20:00:00,09:45:00,00:30:00,09:45:00,01 - Regular Base Pay
2017-07-28,08:42:00,13:33:00,04:15:00,00:30:00,04:15:00,01 - Regular Base Pay
2017-07-31,09:45:00,17:41:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2017-08-01,08:30:00,18:20:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2017-08-02,08:57:00,19:30:00,10:00:00,00:30:00,10:00:00,01 - Regular Base Pay
2017-08-03,10:00:00,16:30:00,06:30:00,00:00:00,06:30:00,61 - Annual Leave Taken
2017-08-04,10:00:00,17:00:00,07:00:00,00:00:00,07:00:00,61 - Annual Leave Taken
2017-08-07,10:03:00,18:14:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2017-08-08,08:05:00,18:36:00,10:00:00,00:30:00,10:00:00,01 - Regular Base Pay
2017-08-09,08:34:00,17:22:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2017-08-10,09:11:00,20:00:00,10:15:00,00:30:00,10:15:00,01 - Regular Base Pay
2017-08-11,08:14:00,20:00:00,11:15:00,00:30:00,11:15:00,01 - Regular Base Pay
2017-08-14,08:23:00,20:00:00,11:00:00,00:30:00,11:00:00,01 - Regular Base Pay
2017-08-15,08:50:00,16:23:00,07:00:00,00:30:00,07:00:00,01 - Regular Base Pay
2017-08-16,09:19:00,15:55:00,06:00:00,00:30:00,06:00:00,01 - Regular Base Pay
2017-08-17,09:45:00,17:30:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2017-08-18,09:20:00,11:00:00,01:15:00,00:30:00,06:45:00,01 - Regular Base Pay
2017-08-18,11:00:00,16:30:00,05:30:00,00:00:00,06:45:00,29 - Credit Hours Worked-Regular Time
2017-08-21,09:21:00,18:10:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2017-08-22,07:57:00,17:44:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2017-08-23,08:40:00,17:02:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2017-08-24,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,62 - Sick Leave Taken
2017-08-25,10:00:00,10:50:00,00:45:00,00:00:00,07:15:00,62 - Sick Leave Taken
2017-08-25,10:50:00,17:43:00,06:30:00,00:30:00,07:15:00,01 - Regular Base Pay
2017-08-28,09:15:00,19:44:00,10:00:00,00:30:00,10:00:00,01 - Regular Base Pay
2017-08-29,08:34:00,18:50:00,09:45:00,00:30:00,09:45:00,01 - Regular Base Pay
2017-08-30,09:00:00,18:16:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2017-08-31,09:10:00,17:24:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2017-09-01,09:27:00,11:15:00,01:15:00,00:30:00,08:00:00,01 - Regular Base Pay
2017-09-01,11:15:00,16:00:00,04:45:00,00:00:00,08:00:00,29 - Credit Hours Worked-Regular Time
2017-09-01,16:00:00,18:00:00,02:00:00,00:00:00,08:00:00,66 - Administrative Leave - Agency Directed
2017-09-04,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Other Leave-Federal Holiday
2017-09-05,08:21:00,16:41:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2017-09-06,09:20:00,19:01:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2017-09-07,09:30:00,18:30:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2017-09-08,10:25:00,18:09:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2017-09-11,08:54:00,18:16:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2017-09-12,08:20:00,19:47:00,11:00:00,00:30:00,11:00:00,01 - Regular Base Pay
2017-09-13,09:18:00,19:06:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2017-09-14,09:50:00,19:36:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2017-09-15,10:21:00,11:45:00,01:00:00,00:30:00,06:45:00,01 - Regular Base Pay
2017-09-15,11:45:00,17:30:00,05:45:00,00:00:00,06:45:00,29 - Credit Hours Worked-Regular Time
2017-09-18,09:18:00,19:14:00,09:30:00,00:30:00,09:30:00,01 - Regular Base Pay
2017-09-19,08:13:00,17:35:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2017-09-20,09:40:00,17:30:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2017-09-21,09:22:00,19:35:00,09:45:00,00:30:00,09:45:00,01 - Regular Base Pay
2017-09-22,08:39:00,16:00:00,06:45:00,00:30:00,06:45:00,01 - Regular Base Pay
2017-09-25,09:25:00,18:19:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2017-09-26,08:33:00,18:14:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2017-09-27,09:53:00,18:46:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2017-09-28,09:40:00,19:00:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2017-09-29,08:49:00,12:22:00,03:00:00,00:30:00,08:30:00,01 - Regular Base Pay
2017-09-29,12:22:00,17:52:00,05:30:00,00:00:00,08:30:00,29 - Credit Hours Worked-Regular Time
2017-10-02,09:29:00,18:46:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2017-10-03,08:20:00,16:38:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2017-10-04,09:42:00,19:06:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2017-10-05,09:50:00,16:39:00,06:15:00,00:30:00,06:45:00,01 - Regular Base Pay
2017-10-05,16:39:00,17:10:00,00:30:00,00:00:00,06:45:00,50 - Credit Hours Used
2017-10-06,09:20:00,16:30:00,06:45:00,00:30:00,07:15:00,01 - Regular Base Pay
2017-10-06,16:30:00,17:00:00,00:30:00,00:00:00,07:15:00,50 - Credit Hours Used
2017-10-09,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Other Leave-Federal Holiday
2017-10-10,08:08:00,16:49:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2017-10-11,09:53:00,18:07:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2017-10-12,09:34:00,19:07:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2017-10-13,09:34:00,17:33:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2017-10-16,09:49:00,19:57:00,09:45:00,00:30:00,09:45:00,01 - Regular Base Pay
2017-10-17,08:23:00,18:51:00,10:00:00,00:30:00,10:00:00,01 - Regular Base Pay
2017-10-18,09:15:00,15:01:00,05:15:00,00:30:00,05:15:00,01 - Regular Base Pay
2017-10-19,09:40:00,19:43:00,09:30:00,00:30:00,09:30:00,01 - Regular Base Pay
2017-10-20,09:45:00,19:44:00,09:30:00,00:30:00,09:30:00,01 - Regular Base Pay
2017-10-23,09:09:00,17:07:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2017-10-24,08:24:00,13:20:00,04:30:00,00:30:00,05:45:00,01 - Regular Base Pay
2017-10-24,13:20:00,14:30:00,01:15:00,00:00:00,05:45:00,62 - Sick Leave Taken
2017-10-25,07:47:00,17:30:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2017-10-26,09:29:00,16:30:00,06:30:00,00:30:00,06:30:00,01 - Regular Base Pay
2017-10-27,09:00:00,16:30:00,07:00:00,00:30:00,08:15:00,01 - Regular Base Pay
2017-10-27,16:30:00,17:45:00,01:15:00,00:00:00,08:15:00,29 - Credit Hours Worked-Regular Time
2017-10-30,09:07:00,17:41:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2017-10-31,08:09:00,16:30:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2017-11-01,09:17:00,16:57:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2017-11-02,08:36:00,17:19:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2017-11-03,08:58:00,18:46:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2017-11-06,08:55:00,17:30:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2017-11-07,07:58:00,20:00:00,11:30:00,00:30:00,11:30:00,01 - Regular Base Pay
2017-11-08,08:27:00,20:00:00,11:00:00,00:30:00,11:00:00,01 - Regular Base Pay
2017-11-09,08:09:00,09:34:00,01:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2017-11-09,09:34:00,17:34:00,08:00:00,00:00:00,09:00:00,29 - Credit Hours Worked-Regular Time
2017-11-10,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Other Leave-Federal Holiday
2017-11-13,08:54:00,16:31:00,07:00:00,00:30:00,07:00:00,01 - Regular Base Pay
2017-11-14,08:19:00,15:30:00,06:45:00,00:30:00,06:45:00,01 - Regular Base Pay
2017-11-15,08:09:00,16:40:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2017-11-16,09:47:00,16:17:00,06:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2017-11-16,16:17:00,18:17:00,02:00:00,00:00:00,08:00:00,50 - Credit Hours Used
2017-11-17,08:34:00,17:09:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2017-11-20,08:24:00,17:16:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2017-11-21,08:09:00,18:46:00,10:00:00,00:30:00,10:00:00,01 - Regular Base Pay
2017-11-22,09:08:00,15:04:00,05:30:00,00:30:00,08:00:00,01 - Regular Base Pay
2017-11-22,15:04:00,17:34:00,02:30:00,00:00:00,08:00:00,66 - Administrative Leave - Agency Directed
2017-11-23,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Other Leave-Federal Holiday
2017-11-24,09:12:00,17:45:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2017-11-27,08:55:00,18:58:00,09:30:00,00:30:00,09:30:00,01 - Regular Base Pay
2017-11-28,08:29:00,18:24:00,09:30:00,00:30:00,09:30:00,01 - Regular Base Pay
2017-11-29,09:16:00,17:13:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2017-11-30,09:07:00,16:50:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2017-12-01,09:25:00,17:53:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2017-12-04,09:05:00,19:04:00,09:30:00,00:30:00,09:30:00,01 - Regular Base Pay
2017-12-05,08:37:00,18:21:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2017-12-06,09:49:00,17:00:00,06:45:00,00:30:00,06:45:00,01 - Regular Base Pay
2017-12-07,09:17:00,17:45:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2017-12-08,10:17:00,15:33:00,04:45:00,00:30:00,07:15:00,01 - Regular Base Pay
2017-12-08,15:33:00,18:03:00,02:30:00,00:00:00,07:15:00,29 - Credit Hours Worked-Regular Time
2017-12-11,08:50:00,18:07:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2017-12-12,08:14:00,18:00:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2017-12-13,09:38:00,16:00:00,05:45:00,00:30:00,05:45:00,01 - Regular Base Pay
2017-12-14,08:00:00,16:00:00,08:00:00,00:00:00,08:15:00,50 - Credit Hours Used
2017-12-14,16:00:00,16:15:00,00:15:00,00:00:00,08:15:00,61 - Annual Leave Taken
2017-12-15,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,50 - Credit Hours Used
2017-12-18,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,50 - Credit Hours Used
2017-12-19,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2017-12-20,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2017-12-21,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2017-12-22,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2017-12-25,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Other Leave-Federal Holiday
2017-12-26,08:15:00,17:00:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2017-12-27,08:35:00,15:30:00,06:30:00,00:30:00,06:30:00,01 - Regular Base Pay
2017-12-28,09:50:00,17:57:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2017-12-29,08:57:00,15:21:00,06:00:00,00:30:00,07:45:00,01 - Regular Base Pay
2017-12-29,15:21:00,17:00:00,01:45:00,00:00:00,07:45:00,66 - Administrative Leave - Agency Directed
2018-01-01,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Other Leave-Federal Holiday
2018-01-02,08:49:00,17:36:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2018-01-03,09:06:00,17:33:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2018-01-04,08:55:00,10:47:00,01:45:00,00:00:00,09:30:00,66 - Administrative Leave - Agency Directed
2018-01-04,10:47:00,19:05:00,07:45:00,00:30:00,09:30:00,01 - Regular Base Pay
2018-01-05,09:15:00,18:00:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2018-01-08,09:15:00,18:15:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2018-01-09,08:08:00,14:31:00,06:00:00,00:30:00,06:00:00,01 - Regular Base Pay
2018-01-10,07:11:00,12:59:00,05:15:00,00:30:00,10:30:00,01 - Regular Base Pay
2018-01-10,12:59:00,13:23:00,00:30:00,00:00:00,10:30:00,61 - Annual Leave Taken
2018-01-10,13:23:00,18:14:00,04:45:00,00:00:00,10:30:00,01 - Regular Base Pay
2018-01-11,09:00:00,16:47:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2018-01-12,09:50:00,17:37:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2018-01-15,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Other Leave-Federal Holiday
2018-01-16,08:03:00,17:34:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2018-01-17,08:43:00,18:03:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2018-01-18,09:13:00,18:06:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2018-01-19,09:48:00,16:36:00,06:15:00,00:30:00,06:15:00,01 - Regular Base Pay
2018-01-22,09:00:00,10:33:00,01:30:00,00:00:00,08:00:00,01 - Regular Base Pay
2018-01-22,10:33:00,17:00:00,06:30:00,00:00:00,08:00:00,66 - Administrative Leave - Agency Directed
2018-01-23,07:48:00,17:04:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2018-01-24,08:57:00,18:30:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2018-01-25,08:51:00,19:04:00,09:45:00,00:30:00,09:45:00,01 - Regular Base Pay
2018-01-26,09:38:00,19:44:00,09:30:00,00:30:00,09:30:00,01 - Regular Base Pay
2018-01-29,09:15:00,18:27:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2018-01-30,08:33:00,17:45:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2018-01-31,08:58:00,17:33:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2018-02-01,09:42:00,18:36:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2018-02-02,09:30:00,11:00:00,01:00:00,00:30:00,08:15:00,01 - Regular Base Pay
2018-02-02,11:00:00,18:15:00,07:15:00,00:00:00,08:15:00,29 - Credit Hours Worked-Regular Time
2018-02-05,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2018-02-06,08:15:00,17:39:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2018-02-07,08:56:00,09:53:00,01:00:00,00:00:00,09:00:00,66 - Administrative Leave - Agency Directed
2018-02-07,09:53:00,18:27:00,08:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2018-02-08,09:11:00,16:38:00,07:00:00,00:30:00,07:00:00,01 - Regular Base Pay
2018-02-09,09:07:00,17:01:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2018-02-12,09:23:00,17:50:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2018-02-13,07:50:00,18:16:00,10:00:00,00:30:00,10:00:00,01 - Regular Base Pay
2018-02-14,08:11:00,17:42:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2018-02-15,08:40:00,17:19:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2018-02-16,10:20:00,14:58:00,04:15:00,00:30:00,07:45:00,01 - Regular Base Pay
2018-02-16,14:58:00,18:28:00,03:30:00,00:00:00,07:45:00,29 - Credit Hours Worked-Regular Time
2018-02-19,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Other Leave-Federal Holiday
2018-02-20,08:21:00,18:24:00,09:30:00,00:30:00,09:30:00,01 - Regular Base Pay
2018-02-21,08:53:00,17:04:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2018-02-22,08:35:00,17:30:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2018-02-23,09:42:00,18:16:00,08:30:00,00:00:00,08:30:00,01 - Regular Base Pay
2018-02-26,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2018-02-27,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2018-02-28,09:14:00,16:00:00,06:15:00,00:30:00,06:15:00,01 - Regular Base Pay
2018-03-01,08:36:00,16:34:00,07:30:00,00:30:00,10:45:00,01 - Regular Base Pay
2018-03-01,16:34:00,19:49:00,03:15:00,00:00:00,10:45:00,29 - Credit Hours Worked-Regular Time
2018-03-02,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,66 - Administrative Leave - Agency Directed
2018-03-05,07:55:00,16:50:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2018-03-06,08:39:00,17:46:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2018-03-07,09:04:00,17:11:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2018-03-08,07:56:00,17:00:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2018-03-09,07:55:00,17:36:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2018-03-12,09:41:00,18:06:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2018-03-13,07:48:00,16:35:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2018-03-14,08:41:00,17:21:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2018-03-15,09:18:00,17:31:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2018-03-16,10:02:00,15:56:00,05:30:00,00:30:00,05:45:00,01 - Regular Base Pay
2018-03-16,15:56:00,16:11:00,00:15:00,00:00:00,05:45:00,29 - Credit Hours Worked-Regular Time
2018-03-19,08:39:00,13:33:00,04:30:00,00:30:00,08:00:00,01 - Regular Base Pay
2018-03-19,13:33:00,17:00:00,03:30:00,00:00:00,08:00:00,62 - Sick Leave Taken
2018-03-20,08:47:00,17:48:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2018-03-21,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,66 - Administrative Leave - Agency Directed
2018-03-22,09:30:00,17:21:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2018-03-23,09:20:00,17:14:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2018-03-26,09:05:00,17:47:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2018-03-27,09:20:00,20:00:00,10:15:00,00:30:00,10:15:00,01 - Regular Base Pay
2018-03-28,09:18:00,18:12:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2018-03-29,09:41:00,17:22:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2018-03-30,08:43:00,15:45:00,06:30:00,00:30:00,10:45:00,01 - Regular Base Pay
2018-03-30,15:45:00,20:00:00,04:15:00,00:00:00,10:45:00,29 - Credit Hours Worked-Regular Time
2018-04-02,09:04:00,18:01:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2018-04-03,09:54:00,17:52:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2018-04-04,08:22:00,17:46:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2018-04-05,08:35:00,19:51:00,10:45:00,00:30:00,10:45:00,01 - Regular Base Pay
2018-04-06,08:20:00,17:22:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2018-04-09,08:40:00,18:03:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2018-04-10,07:54:00,16:16:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2018-04-11,09:23:00,18:00:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2018-04-12,09:04:00,15:45:00,06:15:00,00:30:00,06:15:00,01 - Regular Base Pay
2018-04-13,09:42:00,15:03:00,04:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2018-04-13,15:03:00,18:03:00,03:00:00,00:00:00,07:45:00,29 - Credit Hours Worked-Regular Time
2018-04-16,09:30:00,17:31:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2018-04-17,07:49:00,16:28:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2018-04-18,08:02:00,16:46:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2018-04-19,08:12:00,16:02:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2018-04-20,08:17:00,17:00:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2018-04-23,09:00:00,11:47:00,02:45:00,00:00:00,08:00:00,50 - Credit Hours Used
2018-04-23,11:47:00,17:33:00,05:15:00,00:30:00,08:00:00,01 - Regular Base Pay
2018-04-24,08:32:00,17:35:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2018-04-25,09:06:00,17:50:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2018-04-26,09:38:00,17:20:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2018-04-27,09:53:00,16:30:00,06:00:00,00:30:00,08:30:00,01 - Regular Base Pay
2018-04-27,16:30:00,19:00:00,02:30:00,00:00:00,08:30:00,50 - Credit Hours Used
2018-04-30,09:22:00,20:00:00,10:15:00,00:30:00,10:15:00,01 - Regular Base Pay
2018-05-01,09:50:00,18:26:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2018-05-02,08:28:00,17:28:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2018-05-03,09:55:00,19:17:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
